date,category,title,author,text,LDA_Topics,count_docs,PH_Loc,status,counts,case,Loc
2020-02-04,nCov,DOH recommends halting concerts as new coronavirus continues to spread,"Katrina Domingo, ABS-CBN News","


People line up to purchase face masks in Bambang, Manila on January 30, 2020, amid increasing vigilance over the spread of the new coronavirus. George Calvelo, ABS-CBN News


MANILA - Concerts and other entertainment shows that will gather crowds should be suspended, Health Secretary Francisco Duque III said Tuesday, amid concerns over the spread of the 2019 Novel Coronavirus (2019-nCoV). 
The Department of Health (DOH) has yet to issue an official advisory on concerts, but it will ""certainly be advising"" on suspending such public events, Duque told senators in a Senate inquiry.
""We might have to forego the holding of such concerts in the meantime,"" he said, responding to a query from Sen. Imee Marcos. 
The government has discouraged the public from staying in crowded, enclosed areas where the deadly novel coronavirus, which has killed over 400 people, can easily be transmitted.
The Philippines has banned travel to and from China earlier this week in a bid to contain the virus. 
Two cases have so far been confirmed in the Philippines- two Chinese nationals who came to the country together from Wuhan, China, the origin of the acute respiratory disease. 
One of them, a 44-year-old man, died on Saturday, becoming the first fatality outside China. The other, a 38-year-old woman, was the first new coronavirus case in the Philippines whose affliction was confirmed last week. She is no longer showing symptoms. 
As of Tuesday, the Philippines has 105 patients under investigation for the virus, the DOH said. 

Patients checked for new coronavirus in PH rise to 105

","['\xa0\n ', 'coronavirus', 'philippines', 'said', 'concerts', 'china', 'new', 'spread', '\n\n\n ', 'doh', 'week', 'duque', 'old', 'patients', '\n ', 'virus', '105', 'health', 'manila', 'tuesday', 'confirmed', 'people', 'novel', 'public', 'amid', 'crowds', 'longer', 'vigilance', 'department', '\n\n']",[],[[]],confirmed,1,,[]
2020-02-04,nCov,South Korean ‘mask hoarders’ threatened with jail,Agence France-Presse,"


Pharmacist sells masks to prevent contracting coronavirus, at a pharmacy in the Myeong-dong in Seoul, South Korea, Jan. 31, 2020. Heo Ran, Reuters


SEOUL - South Korean traders who hoard face masks and other products used to battle the coronavirus outbreak will face up to 2 years in prison, the government announced Tuesday.
The deadly new virus first appeared in the central Chinese city of Wuhan, and has now infected more than 20,000 people, killing 425 and spreading to more than 2 dozen countries.

China virus death toll rises to 425: gov't

Concern about the spread of the virus is growing in South Korea, where 16 cases have been identified so far.
Demand for face masks and hand sanitizers has surged, the ministry of economy and finance said, leading to a ""sharp increase in prices"" due to ""hoarding"".
The 2 items were added to a list of designated products, it said.
From Wednesday, sellers who hoard more than one and a half times their average monthly sales volume will face a maximum sentence of 2 years in prison or a fine of up to 50 million won ($42,000).
South Korea has so far seen at least 4 cases of human-to-human transmission of the virus, while a hospitalized Chinese tour guide is believed to have caught the illness while working in Japan.
On Tuesday, a Korean woman who recently visited Thailand became its 16th confirmed case.

South Korean woman tests positive for coronavirus after Thailand visit 

","['\n ', 'south', '2', 'virus', 'face', 'coronavirus', 'korea', 'korean', '\n\n ', 'masks', 'seoul', 'years', 'human', 'chinese', 'tuesday', 'prison', '\n\n\n ', 'thailand', 'far', 'woman', 'said', 'cases', '425', 'products', 'hoard', 'rises', 'times', 'dong', 'million', 'volume']",['16 cases'],[[]],,16,cases,[]
2020-02-04,nCov,"HK, Macau OFWs appeal to PH gov't to reconsider 2019-nCoV travel ban","Jan Yumul, ABS-CBN News","
HONG KONG - Stranded Hong Kong-based overseas Filipino workers and Hong Kong permanent residents who are Philippine passport holders have appealed to President Rodrigo Duterte to reconsider his 2019 novel coronavirus (2019-nCoV) travel ban as uncertainties have started to take a hit on their work and stay status in Hong Kong. 
An emotional Jefrey Camaya, a father of two, who flew to the Iloilo, Philippines, during the weekend, was disappointed to find out that his flight from Clark to Hong Kong had been cancelled at 5 a.m. yesterday, following the expansion of Duterte's travel ban.


Worried passengers swarm Cebu Pacific's office in Manila. Photo courtesty of Jefrey Camaya


""Ang panawagan ko lang kay President Duterte na please look into it. Bigyan ng consideration ang OFW, ang HK residents. Please look into it na kailangan namin mag-work,"" said Camaya as he turned teary, adding he was starting to miss his family.
(My appeal to President Duterte is to please look into it. Give consideration for overseas Filipino workers and Hong Kong residents. Please look into because we also need to work.)

Watch more in iWant or TFC.tv
Camaya's wife and three children are based in Hong Kong. He said his employer has already told him that they ""need to find a way to get back home"". He said it's not true that just because he is a permanent resident in Hong Kong, he can easily find a job anytime.
""Ang problema yung bills [to pay] ngayong buwan na to, yung month na babayaran namin ngayon. Sinong magbibigay nun? Gobyerno ba? Gobyerno ng HK? Ang hirap e,"" said Camaya.
(The problem is the bill this month. Who will pay for that? Is it the government? Government of Hong Kong? It's so difficult.)


Camaya tries his luck as the 101st person waiting in line. Photo courtesy of Jefrey Camaya


Jona Paredes, a domestic worker in Hong Kong, travelled all the way from La Union to Manila from 12 a.m. to 9 a.m. only to find out several hours later that her international flight to the former British colony would not push through after the ban. Paredes said she had spent 15 hours at the airport and left Manila at around 2 a.m. on February 3. 
She said she met somebody from Laoag who offered her some money so she could go home upon learning about her ordeal.
""Yung pera ko, maigi na lang may nagbigay ng pamasahe sa akin. Yung pera ko konti na lang yung deperensiya kaso kailangan ng dagdag. Maigi may nakasabay ako pinamasahian niya ako ng pandagdag pamasahe dito,"" said Paredes.
(My money...it's good that someone gave me money for my fare.) 
She said they were at the boarding gate when 10 minutes before their flight, they were told that their check-in had been put on hold. Then they were told there was a flight delay and announced it three times and would update at 5 p.m. Finally, they were reportedly told there had been some problems with the Philippine government.
They were then told to head back to the immigration area where they were told their flight had finally been cancelled. So, their record at the immigration was ""void"". 
They were told to approach the Cebu Pacific office to see whether they could rebook or refund their flights.

Watch more in iWant or TFC.tv
""Pero sa kalaunan din na naghintay na kami after 5 hours nang paghihintay, isa lang naman pala ang option. Refund din, walang rebook kasi hindi nila alam kung kailan daw mag-o-open ulit yung flight ng papunta diyan sa HK,"" said Paredes.
(But after waiting for 5 hours, there was really only one option. It was to refund. No rebooking because they don't know when the flights will be opened going back to Hong Kong.)
Paredes said she is grateful that her employers have been very understanding and would always remind her that her health and safety were most important. She said they discussed options to get her back to Hong Kong and even Singapore was on the table, but it was after she told them that she might encounter problems should she decide to go to Singapore and it may make matters worse. 
They all agreed and were willing to wait for her return without any conditions and because she was told they love her like a family. She will have to look for some ways to make ends meet while she is in the Philippines. 
""Yung wish ko sana assistance kahit magkano ...pero ang pinaka-wish ko talaga is makabalik ng HK kasi dun talaga ang aking trabaho,"" said Paredes.
(My wish is that there would be some kind of assistance, but my utmost wish is to really come back to Hong Kong because that is where my work is)
For ""Linda"", a Filipino expat based in Hong Kong for five years, the situation is already a double whammy. She said, if nothing changes in a week, she would be forced to stay in Manila and would need to spend a lot of her own money to buy equipment just to keep up with her work in Hong Kong from Manila. 
She is fortunate that she didn't end up going to the airport after receiving a cancellation email from Philippine Airlines.
""I work as a designer for the tourism industry. I've been working in Hong Kong for five years and my work has been impacted by the protests. So, I am anxious to do what I can for our ongoing projects even if business is shut down for now and everyone is working from home,"" said Linda.
The designer said they should have been allowed to travel outbound and been made to sign a waiver knowing the risks, for example, saying they understand how Filipino airplane staff are exposed to danger if flights continue, then give them the option of doing a transfer.
""Because other countries are still ok operating with the risk. We all have to make our choices for the life we ended up making,' said Linda. ""My life is not over but it's still painful and it's a terrible vulnerable feeling to be in a precarious situation where I am not given a choice. I worked really hard to be worthy of my job. I don't want to be in this situation where I am in danger of losing it,"" she added.
Mrs. Smith, a Filipino and Hong Kong resident who works for a furniture solutions company, said she and her British husband were supposed to fly out via Cathay Pacific on February 2 when they were told at the check in counter that she won't be able to fly with her husband because of the ban. 
She said she is lucky she is able to work from home, but if it takes longer than a few days, she'll be more concerned how she can get back to work.
""I find this very frustrating and extremely inconvenient. I feel this travel ban for outgoing Filipinos was careless and not thought out carefully,"" said Mrs. Smith. ""We should at least have a choice to sign a waiver that we choose to go back to where we reside despite the 'risks'."" 

Watch more in iWant or TFC.tv
The situation was equally frustrating for ""Jane"", a Hong Kong-based regional marketing executive for a global company handling the Asia Pacific market. Jane was in Manila to spend her Chinese New Year holidays when she was among the hundreds who were also caught off guard by the President Duterte's announcement.
""They should have announced it and have a grace period so we wouldn't have had to go to the airport and process everything and we could have planned ahead,"" said Jane. 
""The immediate effectivity was to just cause chaos. I was in the airport for 10 hours. I'm just quite disappointed that no one is speaking on our behalf, on behalf of the OFWs and they're just basically...oh we'll give you P10,000. That won't solve it.""
What made matters worse was around 34 people, who were her co-passengers whom she had spoken with, were unable to locate their baggage after having spent 10 hours waiting at the airport. They were supposed to leave for Hong Kong at around 3pm on February 2 when they were also told their flight was cancelled.
They were told that their baggages had been sent to Hong Kong. She said Cebu Pacific personnel had asked them to leave their contact details and promised to update them as soon as their baggage arrived from Hong Kong.
In a text message to ABS-CBN News, Cebu Pacific Spokesperson Charo Logarta said that because of the confusion from the government's directives, some of the luggage were mistakenly not removed from the plane. She said that passengers would be getting back their baggage on February 4.
For another special administrative region affected, Macau-based hotel housekeeper Jayson Ocenar, an OFW there of four years, said his baby of 1 year and five months, along with his in-laws and relatives were supposed to stay with them for two months after arriving in Macau on January 12. 
But when things got worse in China, he decided to book their flight on February 2, but it got cancelled. He tried to rebook it on February 4, but got cancelled. 
He said they visited the Philippine Consulate in Macau on February 3 and met Filipinos with the same concern. He said some were tourists and visiting their families in Macau. He estimated that around 100 Filipinos were there, including children. And one Filipino had been given a visa extension for one month as the visa was supposed to expire yesterday. He said they have written a request letter for repatriation for the stranded tourists, which include his relatives.


Assitant Labor Attache Antonio Villafuerte during the Filipino community meeting at the Philippine Consulate in Hong Kong on February 2, 2020


Meanwhile, Hong Kong-based OFWs who are affected by the 2019 n-CoV travel ban with visas expiring soon or those who have been terminated, are encouraged to report to the Hong Kong immigration department about their status.
""There were instances that their flights are cancelled...ma-OS (overstay) sila. (Ang) Advice namin, they should go to immigration for extension of their visa and coordinate with their airline,"" said Assistant Labour Attache and Officer-In-Charge Antonio Villafuerte in a phone interview with ABS-CBN News on February 4.
""Ngayon, kung may problema po sa immigration, that's the time na punta sila ng Assistance to Nationals (sa Consulate) because it will become an immigration case already,"" he added.
Villafuerte said they are scheduled to meet with the Hong Kong Labor Department and the Immigration Department, together with the Philippine Consulate, on Tuesday (February 4) to discuss issues affecting Filipino workers over the current situation on affected Filipino workers in Hong Kong and those in the Philippines.
Filipinos with emergency concerns are advised to call the Consulate's hotline at +852 9155 4023. For matters concerning the Philippine Overseas Labor Office (POLO) and Overseas Workers Welfare Administration (OWWA), nationals are advised to call +852 5529 1880 and +852 6323 9324, respectively. Meanwhile, the Hong Kong Immigration can be reached at their 24-hour hotline at (852) 2824 6111.
","['said', '\n ', 'kong', 'hong', 'told', '\xa0\n ', 'february', 'na', 'filipino', 'work', 'ang', 'ng', 'immigration', 'flight', 'camaya', 'yung', 'philippine', 'hours', 'pacific', '\n\n\n ', 'ban', 'based', 'cancelled', 'paredes', 'manila', 'ko', 'workers', 'situation', 'sa', 'consulate']",[],['iloilo'],,0,,iloilo
2020-02-04,nCov,South Korean woman tests positive for coronavirus after Thailand visit,Reuters,"


A woman wearing a mask to prevent contracting coronavirus walks past an electronic board showing flight schedules at Incheon International Airport in Incheon, South Korea, Feb. 3, 2020. Kim Hong-Ji, Reuters


SEOUL - A South Korean woman has tested positive for coronavirus after visiting Thailand, South Korean officials said Tuesday, the first foreign tourist reported to have been infected after a visit to the southeast Asian nation.
The 42-year-old, identified only as Patient 16, flew back to South Korea on Jan. 19 after traveling in Thailand, the Korea Centers for Disease Control and Prevention (KCDC) said in a statement.
Treated since developing chills and other symptoms from Jan. 25, she did not improve until Sunday, the KCDC added, and was confirmed positive on Tuesday, following checks at Chonnam National University Hospital.
The statement did not explicitly rule out a visit to China, however.
","['south', '\n ', 'korea', 'coronavirus', 'kcdc', '\n\n\n ', 'statement', 'said', 'korean', 'jan', 'woman', 'tuesday', 'thailand', 'positive', 'incheon', 'visit', 'international', 'traveling', 'ji', '\n', '3', 'hong', 'reported', 'walks', 'nation', 'flew', 'feb', 'foreign', 'showing', 'flight']",[],[[]],,0,,[]
2020-02-04,nCov,Senators question 'slow' DOH tracing of virus patients' contacts,"Katrina Domingo, ABS-CBN News","


Passengers at the Ninoy Aquino International Airport arrival area on Tuesday, February 4, 2020. Jonathan Cellona, ABS-CBN News


MANILA (UPDATE) -- Roughly a fifth of 300 co-passengers of the Philippines' confirmed coronavirus cases have been contacted, Health Secretary Francisco Duque said Tuesday, as he accused airlines of failure to provide contact information. 
Only 17 percent of the passengers on board the Philippine Airlines and Cebu Pacific flights taken by the coronavirus patients in the country have been contacted, Duque told a Senate inquiry. 
Duque earlier said contact tracing was on ""full blast,"" but during the Senate hearing, he said his subordinates failed to inform him beforehand that only 17 percent of passengers have been contacted. 
""In all our meetings there has been no issue that this is a problem. This is an issue on the lack of transparency on the people on my part,"" he said. 
""'Yung mga ganung operational details, hindi nalalaman ng Secretary yan,"" he said, noting that his focus was on the ""big picture"" of the novel coronavirus outbreak. 
Duque said airlines invoked ""confidentiality"" when asked for the contact details of some of their passengers.
""Airlines are not sharing contact details of passengers. They are invoking confidentiality.""
“Ito ang kailangan nating harapin... Meron [list] pero no contact details, redacted,"" Duque said. 
In a separate statement to ABS-CBN News, Philippine Airlines spokesperson Cielo Villaluna said the flag carrier shared passengers' contact details. 
""We shared it to enable DOH to carry out the callouts and on top of that, PAL carried out callouts,"" Viillaluna said in a text message. 
In a statement, Cebu Pacific said it had already provided the DOH and the Bureau of Quarantine with a list of passengers aboard the questioned flights. 
The airline had also reached out to passengers aboard the flight taken by the coronavirus patient, Cebu Pacific director for Corporate Communications Corporate Affairs Charo Logarta Lagamon said. 
“There is no impediment whatsoever for CEB to provide any and all information that the BOQ nd DOH would need from us for their purposes,” she said. 
'SUPER SLOW'
Senator Ronald Dela Rosa described the Health department's contact tracing operations as ""super slow.""
""Once you have the list already, bigay niyo sa PNP. Tapos na yan in 3 days. Wag ninyo solohin ang problema,"" Dela Rosa said, referring to the Philippine National Police which he once headed.
Senator Francis Pangilinan said the ""dismally and incrediblly"" slow performance of the DOH showed a ""failure of leadership"" on Duque's part. 
""Seventeen percent is completely unacceptable at this day, 15 days after [the flight],"" the Pangilinan said.
""How when we stay on top of the situation when the fundamental information is not even in our fingertips?"" he said.
The government has been trying to monitor passengers who came in contact with a Chinese couple who tested positive for the novel coronavirus to curb to check if they are also carriers of the communicable virus.
The new coronavirus strain has killed 327 people and infected some 20,000 other globally since it was first reported in Wuhan, China in late December 2019.
Earlier this week, the Philippines banned travel to and from mainland China and its special administrative regions Hong Kong and Macau as health experts have yet to find a cure to the deadly virus.
","['said', '\xa0\n ', 'passengers', '\n ', 'contact', 'coronavirus', 'duque', 'details', 'airlines', 'doh', 'philippine', 'information', 'health', 'pacific', 'cebu', 'contacted', 'percent', 'slow', 'list', 'senate', 'philippines', 'cbn', 'tuesday', 'china', 'issue', 'statement', 'confidentiality', 'yan', '\n\n\n ', 'days']",[],[['cebu']],,0,,['cebu']
2020-02-04,nCov,NBI can help trace people in contact with 2 confirmed coronavirus patients - DOJ,"Mike Navallo, ABS-CBN News","


Personnel at the NAIA Terminal 1 in Parañaque City wear face masks as the country heightens measures to prevent the spread of the new coronavirus from China, Jan. 22, 2020. Mark Demayo, ABS-CBN News


MANILA - The National Bureau of Investigation (NBI) can help trace persons who may have been exposed to 2 Chinese nationals confirmed to have contracted the novel coronavirus, Justice Secretary Menardo Guevarra said Tuesday.
Guevarra's statement came a day after Monday's emergency meeting in Malacañang convened by the President with several Cabinet officials.
While the NBI was ""not being called to action yet,"" the agency will be ""on standby to support"" trace those who came in contact with coronavirus patients, the justice chief said.
""The [Department of Health] says they can still handle the contact tracing but the NBI will be on standby to support,"" he told reporters through an exchange of messages.
Guevarra clarified that there were no further instructions for the justice department except for the Bureau of Immigration (BI) ""to implement the travel ban strictly until further orders.""

First novel coronavirus death outside China recorded in PH - WHO official 

Two Chinese from Wuhan, China are the only confirmed 2019-nCoV cases in the Philippines so far. One of them, a 44-year-old, died on Saturday due to severe pneumonia -- the first recorded nCoV death outside China.
Authorities are now tracing the people who may have been exposed to the couple, who arrived in Cebu from Hong Kong on Jan. 21 and who went to Dumaguete before flying to Manila. 
Both were admitted to the San Lazaro Hospital on Jan. 25.
The female companion became the first confirmed nCoV case in the country but is now asymptomatic, according to health authorities.
No cure nor vaccine has so far been developed to combat the virus.
","['\n ', 'china', 'coronavirus', 'nbi', 'confirmed', 'guevarra', 'jan', 'justice', 'tracing', 'manila', 'exposed', 'said', 'outside', 'far', 'trace', '\n\n\n ', 'health', 'recorded', 'ncov', 'contact', 'standby', '\n\n ', 'came', 'novel', 'bureau', 'chinese', 'department', 'authorities', 'country', 'support']",['2 Chinese'],['cebu'],confirmed,1,Chinese,cebu
2020-02-04,nCov,China opens virus hospital built from scratch in under 2 weeks,Agence France-Presse,"


An aerial view shows the newly completed Huoshenshan Hospital, a hospital built in 8 days dedicated to treatment of coronavirus patients, in Wuhan, Hubei province, China, Feb. 2, 2020. China Daily via Reuters


BEIJING - Coronavirus patients arrived Tuesday at a Chinese field hospital built from scratch in under 2 weeks at the front-line of the outbreak, state media said, following a round-the-clock construction marathon that became a national social media sensation.
The 1,000-bed facility was built to relieve hospitals swamped with patients in Wuhan, the city in Hubei province at the epicenter of the national health emergency that has killed more in China than the 2003 SARS outbreak.
Fifty patients arrived at the military-run facility, the state-backed China Daily reported, with images showing workers in protective suits pushing people in wheelchairs up a ramp and into the pre-fabricated structure.
The virus has killed more than 400 people and infected a further 20,000, nearly all of them in Hubei, and spread to 2 dozen countries since it emerged in December at a market that sold wild animals in the city.

China virus death toll rises to 425: gov't 

The World Health Organization has declared the crisis a global health emergency, and the first death outside China was confirmed in the Philippines on Sunday. 

First novel coronavirus death outside China recorded in PH - WHO official

As reports surfaced of bed shortages in hospitals in Wuhan, construction began on Huoshenshan -- ""Fire God Mountain"" in Chinese -- on Friday, Jan. 24. 
Workers toiled day and night amid a forest of earthmovers and trucks carting materials around the site, southwest of the center of the city of 11 million.
On the side of 1 of the trucks, the isolated city's new rallying cry -- ""Let's go Wuhan!""
FIRE, THUNDER
All workers wore masks, as mandated by the authorities for the entire population of Wuhan, and were checked for fevers during their breaks.
By the following Friday, they had laid 400 prefabricated shipping-container-like rooms, after setting concrete foundations and routing the power supply to the complex.
The 2-floor facility was handed over to the army on Sunday and will be staffed with 1,400 military medics, including some with experience dealing with SARS and Ebola.
State media had initially reported that patients would begin arriving Monday -- inside the 10-day time frame authorities had set out when construction began.
Leishenshan (""Thunder God Mountain""), another hospital on an adjacent site, is set to start admitting patients on Thursday, with 1,600 beds.
Fire and thunder are traditionally associated in China with protection against illnesses.
Authorities said the Wuhan facilities were modeled on the Xiaotangshan hospital in Beijing, which was built from prefabricated structures in barely a week to treat patients infected by SARS in 2003. 
That pathogen killed 349 people in China and hundreds more in Hong Kong and abroad.
However, with the death toll surging in Wuhan and elsewhere in Hubei province, it was not immediately clear what overall impact the hospitals would have on the virus spreading elsewhere.
The city also plans to convert 3 existing venues, including a gymnasium and an exhibition center, into hospitals, the Wuhan government said.
The 3 buildings will be turned into healthcare facilities with a total of 3,400 beds to take in patients with mild symptoms.
 LIVESTREAMED
Footage of the mammoth construction effort was livestreamed continuously on social media and watched tens of millions of times.
It has also been feted endlessly in state media as an example of the decisive response to the public health crisis after authorities in Hubei faced a torrent of public anger for perceived incompetence, including delays in announcing the public health emergency.
Local Communist Party secretary Ma Guoqiang acknowledged Friday that officials had worsened the spread of the virus by failing to restrict travel earlier.
When a lockdown and blanket travel ban were finally introduced, they swept up more than 50 million people in Wuhan and nearby cities.
","['\n ', 'wuhan', 'china', 'patients', 'health', 'city', 'hospital', 'media', 'hubei', 'authorities', 'death', 'built', 'virus', 'construction', 'hospitals', 'people', 'state', 'workers', 'thunder', 'province', 'killed', 'fire', 'coronavirus', '2', '\n\n ', 'friday', 'public', 'sars', 'facility', 'including']",[],[[]],,0,,[]
2020-02-04,nCov,Chinese woman detained for hiding virus contact - Xinhua,Reuters,"


A staff member uses a thermometer to check the temperature of a colleague at an entrance of a residential complex, as the country is hit by an outbreak of the new coronavirus, in Beijing, China, Feb. 1, 2020. Carlos Garcia Rawlins, Reuters


BEIJING/SHANGHAI - Police in China have detained a woman for ""deliberately concealing"" her contact with someone from an area stricken by the coronavirus and jeopardizing efforts to stop its spread, the Xinhua news agency reported on Tuesday.
China has imposed sweeping measures to try to halt the virus including virtually locking down the central province of Hubei, where the virus emerged in December, and asking anyone who has visited there to isolate themselves for 14 days.
The death toll in China from the newly identified virus has risen to 425 with more than 20,000 cases of infection, authorities reported.

China virus death toll rises to 425: gov't

The detained woman, a 36-year-old identified by her surname, Liu, had hurt virus prevention and control work through her action and public security authorities in the northern municipality of Tianjin took her into custody for ""administrative detention.""
The state news agency gave no details of what she had done or say if or when she would be released.
Authorities in some places have threatened dire punishment for anyone violating the law in connection with efforts to battle the virus.
A high court in the northeastern province of Heilongjiang said people who intentionally spread the virus could face the death penalty, according to a Jan. 31 court notice.
Police in Qinghai province in the northwest were investigating a man infected with the virus who ""severely disrupted virus containment and harmed public health,"" Xinhua reported, without elaborating. 
","['virus', '\n ', 'china', 'reported', 'death', 'authorities', 'province', 'woman', 'xinhua', '\n\n\n ', 'coronavirus', 'detained', 'identified', 'spread', '\n\n ', 'court', 'efforts', 'news', 'public', 'police', 'agency', 'beijing', '425', 'toll', 'uses', 'outbreak', 'rises', 'december', 'jan', 'stricken']","['20,000 cases']",[[]],,20000,cases,[]
2020-02-04,nCov,"Mga pasahero at sekyu sa LRT, naka-face mask kontra coronavirus",ABS-CBN News,"

Ilang mga pasahero ng @officialLRT1 at mga guwardiya nito nagsusuot narin ng face masks. Mga alcohol ipinuwesto narin sa mga ticketing booth nito kontra #ncov #coronavirus pic.twitter.com/xg51iKtJF4
— Johnson L. Manabat (@JohnsonManabat) February 4, 2020

MAYNILA - Marami sa mga pasahero ng Light Rail Transit (LRT) Line 1 ang nakasuot ng face mask bilang proteksiyon sa gitna ng pangamba sa pagkalat ng 2019 Novel Coronavirus acute respiratory disease (2019-nCoV ARD).
Saglit na ipinatatanggal ang face mask para makita ang mga mukha ng pasahero na parte ng seguridad sa LRT. 
Ayon kay Jacqueline Gorospe, corporate communications head ng Light Rail Manila Corporation (LRMC), ito ay kailangan at bahagi ng safety and security protocol ng LRT.
Maging ang mga guwardiya ng LRT ay nakasuot na rin ng face mask. May mga abiso na rin sa mga booth nito sa tamang pag-iingat kontra sa bagong coronavirus.
May mga ipinuwesto na ring bote ng alchohol sa mga ticketing booth ng LRT, pero dahil sa dami ng siniserbisyuhan nito araw-araw, mabilis itong maubos.
Ayon kay Leo Magpayo, supervisor sa LRT Tayuman Station, regular na may dumadating silang supply nito para magdala ng alcohol. - Ulat ni Johnson Manabat, ABS-CBN News
","['ng', 'mga', 'sa', 'lrt', 'na', 'nito', '\n ', 'face', 'ang', 'pasahero', 'coronavirus', 'mask', 'booth', 'rin', 'ticketing', 'kontra', '\n\n ', 'kay', 'ipinuwesto', 'narin', 'guwardiya', 'rail', 'manabat', 'alcohol', 'para', 'ay', 'johnson', 'ayon', 'araw', 'light']",[],[[]],,0,,[]
2020-02-04,nCov,Hong Kong reports first coronavirus death as hospital workers escalate strike,"Jessie Pang and Sarah Wu, Reuters","


A passenger wears a face mask in a Hong Kong bound MTR train at Lo Wu MTR station before the closing of the Lo Wu border, following the coronavirus outbreak in Hong Kong, China, Feb. 3, 2020. Tyrone Siu, Reuters


HONG KONG (2nd UPDATE) - Hong Kong reported its first coronavirus death on Tuesday, a 39-year-old male who had been suffering from an underlying illness and had visited China's Wuhan city in January, hospital staff said, marking the second death outside mainland China.
The first death outside of China was reported on Sunday - a 44-year-old Chinese man who died in the Philippines after traveling there from Wuhan, the epicenter of the virus.

First novel coronavirus death outside China recorded in PH - WHO official

The death toll in China rose on Tuesday by a new daily record to more than 420 and total infections in China rose by 3,235 to 20,438. There were at least 151 cases in 23 other countries and regions, including the United States, Japan, Thailand, Hong Kong and Britain.

China virus death toll rises to 425: gov't

The Hong Kong death comes as hundreds of medical workers in the Asian financial hub began a second day of strikes on Tuesday to force the government to completely close the city's borders with mainland China, a day after embattled leader Carrie Lam left 3 remaining checkpoints open.
""As Carrie Lam refused to close the border, more (deaths) might come... We are not threatening the government, we just want to prevent the outbreak,"" said Cheng, a 26-year-old nurse attending the strike.
The latest coronavirus epidemic has rekindled memories of the 2003 Severe Acute Respiratory Syndrome (SARS), which killed nearly 300 people in the city.
The former British colony so far has had 15 confirmed cases of the newly discovered coronavirus, including 1 that was transmitted locally.
The Hong Kong resident who died on Tuesday had been kept in an isolation ward after the coronavirus was confirmed last week. His 72-year-old mother, who contracted the virus locally and had no travel history, was staying at home during the incubation period, authorities said.
The United States, Australia, Singapore, New Zealand and Vietnam are among countries that have denied entry to foreign nationals who have recently been in China.
Lam has rejected calls to shut the entire border, saying such a move would be ""inappropriate and impractical"" as well as ""discriminatory"".
On Monday, authorities announced the closure of 4 more border crossings with mainland China, leaving open the international airport, the bridge connecting the city to Macau and the southern Chinese city of Zhuhai as well as Shenzhen Bay Port in the north.
Around 2,700 workers from the newly formed Hospital Authority Employees Alliance (HAEA) went on strike on Monday calling for a sealing off of Hong Kong's border and for better protection for hospital staff.


Supporters of medical workers hold a flash mob protest to back their strike to demand Hong Kong closing its border with China to reduce the coronavirus spreading, in Hong Kong, China, Feb. 3, 2020. Tyrone Siu, Reuters


Holding red and white placards reading ""Save HK now. I am a Hospital Authority staff on strike,"" masked workers on Tuesday spilled out from inside the Authority's Kowloon located headquarters, and onto the main road outside.
Around 9,000 members out of the alliance's roughly 18,000 members are expected to join the strike on Tuesday, HAEA chairwoman Winnie Yu said. 
""Our demands are not something the Hospital Authority can solve so we urge Carrie Lam to negotiate with us directly,"" Yu said.
A spokesman for the city's hospital authority said that due to the large absence of medical staff in public hospitals today, some emergency services have been ""severely"" affected.
In a notice released on Monday, one of Hong Kong's voluntary ambulance brigades - St John Ambulance - announced they would suspend all first aid and ambulance duties due to the recent spread of the coronavirus. 
","['china', '\n ', 'hong', 'kong', 'coronavirus', 'death', 'tuesday', 'said', 'city', 'border', 'hospital', 'strike', 'authority', 'staff', '\n\n\n ', 'outside', 'lam', '\n\n ', 'workers', 'old', 'ambulance', 'carrie', 'virus', '3', 'monday', 'mainland', 'medical', 'announced', 'locally', 'second']",['151 cases'],[[]],,151,cases,[]
