source_id,date,category,title,author,text
,"March 1, 2020, 4:19 PM",nCov,Central Visayas remains COVID-19 free; Bohol gov appeals for kindness to tourists,By Minerva Newman,"By Minerva Newman CEBU CITY — The Department of Health in Region 7 (DOH-7) declared in a press conference Friday that Cebu, and Central Visayas remained coronavirus disease 2019 (COVID-19)-safe, and asked public to refrain from posting unverified information on social media about the virus.  Bohol Governor Arthur Yap (MANILA BULLETIN FILE PHOTO) DOH-7 medical program coordinator for infectious diseases Dr. Van Philip Baton told media that the 26 South Koreans from Daegu City who arrived in Cebu several hours before the travel ban from Korea was implemented, “were asymptomatic and they were advised to stay in their respective hotel rooms” and placed under self-quarantine. “They are classified as persons under monitoring (PUMs),” Baton clarified, while adding that sharing and posting of unverified claims on social media should never be the cause of cancellations of hotel/resorts bookings. According to Carlo Suarez, president of Hotel Resort and Restaurants Association in Cebu (HRRAC), all hotels and resorts in Cebu were COVID-19-safe, and that they continue to closely coordinate with DOH, Cebu province, Bureau of Quarantine (BOQ) and the Bureau of Immigration (BI) so that all quarantine/health screening protocols are being followed. “We are all on top of this situation,” Suarez added. Stay kind, compassionate and caring to tourists “Stay kind to tourists amid virus scare.” This was Bohol Governor Arthur Yap’s appeal to Boholanos. Yap said that even when their numbers are falling globally, tourists have kept coming to Bohol despite the COVID-19 scare. This, he said, was a testament to Boholano hospitality. Yap called for a Sangguniang Panlalawigan (SP) session on February 27 to put his appeal on-record through a resolution, which the council approved immediately. “Maintaining an attitude of compassion and care for all tourists must be without discrimination, whether local, Chinese, Korean or of other nationalities and any form of discrimination towards anyone will do more harm than good to public interest,” the resolution read. Mitigating measures The Cebu Chamber of Commerce and Industry (CCCI) appealed to all sectors of the business community and the government to unite and work together to take drastic measures that can contribute to mitigate the ill effects of CORVID-19 outbreak to the social, economic and business growth of Central Visayas. CCCI president Virgilio Espeleta, in a media statement Friday, said that, in view of the urgency and the worsening COVID-19 outbreak,  “we urge for a multi-stakeholder support and collaboration in finding ways to help each other survive by reaching a consensus on how we could move forward as one.” Espeleta said that CCI strongly recommended the following measures which were also adopted by the Regional Development Council (RDC-7) through a resolution during its full council meeting on February 28 in Cebu:   Tags: ncov"
,"March 1, 2020, 4:03 PM",nCov,WHO cites reasons for raising global risk of COVID-19 to ‘very high’,By Xinhua ,"By Xinhua  The World Health Organization (WHO) on Friday raised the global risk level of COVID-19 from high to very high for two reasons.  World Health Organization (WHO) Director-General Tedros Adhanom Ghebreyesus attends a daily press briefing on COVID-19, the novel coronavirus, at the WHO headquaters on February 28, 2020, in Geneva.  (Photo by Fabrice COFFRINI / AFP / file photo / MANILA BULLETIN) The global risk level has been raised because of, first, the “difficulty in identifying cases due to non-specific symptoms and the potential of undetected transmission,” and second, the “potential for major impact on healthcare systems in some affected and potentially affected countries,” WHO Director-General Dr. Tedros Adhanom Ghebreyesus said on Twitter. He also cited the “spread of the new coronavirus and countries’ capacity to respond” as the basis for raising the risk level and said WHO risk assessments have been shared with public health authorities, including through the International Health Regulations Event Information Site. “The assessments are undertaken and updated regularly to inform decision-making and planning,” he said, adding that the risk within China remains unchanged as “very high.” “WHO is currently working closely with partner agencies for human/animal health,” said Tedros. “We’re waiting for further results from Hong Kong as health officials investigate the reported presence of COVID-19 in one pet dog.” According to reports, a dog in Hong Kong has tested positive for COVID-19, but local scientists are not sure if the dog was actually infected or if it picked up the virus from a contaminated surface. “Past experience with coronaviruses and our current understanding of COVID-19 do not indicate that common household pets spread the disease or make people sick. We will provide further updates as we learn more,” the WHO chief said. Tags: ncov"
,"March 1, 2020, 3:16 PM",nCov,Another Filipino in Singapore tests positive for COVID-19,By Analou De Vera,"By Analou De Vera The Department of Health (DOH) reported on Sunday that another Filipino in Singapore tested positive for coronavirus disease 2019 (COVID-19), bringing the total number of infected overseas Filipinos to 86.  (MANILA BULLETIN) Citing data from the International Health Regulation, Health Assistant Secretary Maria Rosario Vergeire said that the new case involved a 41-year-old Filipina. “Sa ngayon naka-admit sya sa isang hospital sa Singapore at binabantayan [Currently, she is admitted in a hospital in Singapore and is being monitored]. She’s in stable condition,” Vergeire said in a television interview. Last February 23, the Department of Foreign Affairs reported the first Filipino who tested positive for COVID-19 in the said country. Of the overall figure of infected Filipinos outside the Philippines, 80 of them were from the M/V Diamond Princess cruise ship, said Vergeire. Sixty-four of them remain admitted in various medical facilities in Japan, while the 16 others have already recovered and were discharged. The health official added that two Filipinos in the United Arab Emirates have contracted the disease, there are also two in Hong Kong, and the two cases in Singapore. The DOH last Friday assured that the Philippine government “remains at their service and would devotedly extend assistance.” In a related development, Vergeire said that 10 repatriates from the M/V Diamond Princess cruise ship, who are in quarantine at New Clark City in Capas, Tarlac, have shown symptoms of respiratory illness. However, seven of them have already tested negative for COVID-19. The test results of the three others remain pending. To note, there were 458 Filipinos currently quarantined at the Athlete’s Village in NCC, including the 13 members of the Philippine repatriation team. “Ang lahat ng NCC repatriates na nanggaling sa M/V Diamond Princess bago sila bumaba o nagdisembark sa barko from Japan ay tinest sila lahat. Sila lahat ay nagnegatibo…So ngayon ang protocol natin sa NCC quarantine facility kapag sila ay magkakasintomas, that’s the time na dadalhin sila sa referral hospital at itetest [The repatriates in NCC were tested for COVID-19 before they disembarked the M/V Diamond Princess in Japan. They all tested negative then. Our protocol in the NCC quarantine facility, if they showed symptoms (of respiratory illness) then they will be brought to our referral hospital and will be tested,” said Vergeire. Tags: ncov"
,"March 1, 2020, 3:01 PM",nCov,"Another death from coronavirus in Japan, in-hospital infection suspected",By Reuters,"By Reuters TOKYO – A man in his 70s died on Japan’s northernmost island of Hokkaido on Saturday night after testing positive for COVID-19, the disease caused by the coronavirus called SARS-CoV-2, local authorities said on Sunday. The municipal government of Hokkaido said the patient was hospitalized on Jan. 17 for another disease, but started to show flu-like symptoms a few weeks later and tested positive for the coronavirus on Feb. 25. Public broadcaster NHK and other local media said authorities suspect the man may have caught the virus while in hospital. The man’s death marks the sixth fatality from COVID-19 in Japan, excluding six deaths among those aboard the cruise ship Diamond Princess. READ MORE: Japanese woman confirmed as coronavirus case for second time, weeks after initial recovery Tags: ncov"
,"March 1, 2020, 2:48 PM",nCov,Palace: No suspension of classes amid COVID-19 threat,By Argyll Cyrus Geducos ,"By Argyll Cyrus Geducos  Malacañang said schools in the Philippines will not be shut down as the government contains the spread of the coronavirus disease 2019 (COVID-19) in the country.  Presidential Spokesperson Salvador Panelo (PCOO / FILE PHOTO / MANILA BULLETIN) Presidential Spokesman Salvador Panelo made the statement after Japanese Prime Minister Abe Shinzo asked all elementary, junior high and high schools in Japan to close until April to prevent the spread of the infection. In a radio interview Sunday, Panelo said classes should continue unless President Duterte sees a need to order schools to shut down. “Depende lahat ‘yan. ‘Pag nakikita ni Presidenteng nanganganib at may rekomendasyon ang Inter-Agency, gagawin din yun. Sa ngayon wala (It all depends. If the President sees there is a threat and there’s a recommendation from the Inter-agency Task Force on Emerging Infectious Disease (IATF), then we will do that. For now, there’s no order),” he said. According to Panelo, the IATF regularly meets and makes decisions based on the recommendations of the World Health Organization (WHO). “Kung ano findings nila, gumagalaw sila kung anuman ang karapat-dapat at ready naman tayo doon kasi ang mga protocols natin, well-placed (They are taking the appropriate measures based on the findings of the WHO. Anyway, we are ready because we have protocols in place),” he said. The number of infections in Japan exceeded 200 as of Thursday evening, excluding the more than 700 infected patients in the virus-hit Diamond Princess cruise ship in Yokohama. The government repatriated at least 400 Filipinos from the said cruise ship late Tuesday last week. They were brought to the New Clark City in Tarlac to undergo a 14-day quarantine. According the Department of Health (DOH), two Filipinos have shown symptoms of the COVID-19 while seven others tested negative. The WHO recently raised the highest alert level for the coronavirus outbreak, warning that it can
go “in any direction.” Tags: ncov"
,"March 1, 2020, 1:50 PM",nCov,Iraq advises against any gathering to avoid spreading coronavirus,By Reuters,"By Reuters CAIRO – Iraq’s health ministry advised the public on Saturday against any gathering in order to avoid spreading the coronavirus, the state news agency reported.  Iranian couple wearing protective masks to prevent contracting a coronavirus walk at Grand Bazaar in Tehran, Iran February 20, 2020. (Reuters / FILE PHOTO / MANILA BULLETIN) Iraq has detected five new cases of coronavirus, four in Baghdad and one in Babel province, the health ministry said on Saturday, bringing the total number of cases to 13. The patients were placed in quarantine, the ministry said in a statement. READ MORE: Iraq closes border crossing with Kuwait amid coronavirus spread Tags: ncov"
,"March 1, 2020, 1:41 PM",nCov,"Greece confirms three new cases of coronavirus, brings total to seven",By Reuters,"By Reuters ATHENS – Greece has confirmed three new cases of coronavirus, the Health Ministry said on Saturday, bringing the total number of coronavirus infections in the country to seven.  A passenger shows an illustration of the coronavirus on his mobile phone at Guangzhou airport in Guangzhou, Guangdong Province, China, 23 January 2020. (EPA-EFE / ALEX PLAVEVSKI / FILE PHOTO / MANILA BULLETIN) The latest cases involve a woman and a man, who are related to previously confirmed cases in Greece, and a man who had recently traveled to Italy, Europe’s worst-hit country by the virus, the ministry said. All patients are being treated in hospitals in Athens, the Greek capital, and the northern Greek city of Thessaloniki. Greece confirmed its first case of the virus on Feb. 26. READ MORE: Greece reports two new coronavirus cases, cancels carnival Tags: ncov"
,"March 1, 2020, 3:18 PM",nCov,Thailand records first coronavirus death: health official,By Reuters,"By Reuters BANGKOK – A 35-year-old Thai man who also had dengue fever has died from a coronavirus infection, Thailand’s first death from the COVID-19 disease, Suwanchai Wattanayingcharoen, director-general of the Department of Disease Control, said on Sunday. Thailand has recorded 42 coronavirus cases since January, with 30 of those recovering and 11 still being treated in hospitals, according to the department. Thai health officials said the dead man had worked in the retail sector, where he had come into contact with many tourists during the early stages of the outbreak. “This was a case of local transmission, and he was at risk because he had exposure to Chinese tourists,” Suwanchai said, speaking at a news conference. The patient was first admitted to a private hospital for dengue fever on Jan. 27. He was later diagnosed with the coronavirus and transferred on Feb.5 to the government’s main treatment center, Suwanchai said. He died from multiple-organ failure late on Saturday. New measures to deal with the spread of the coronavirus – earlier introduced by Thailand’s National Committee on Communicable Diseases – came into effect on Sunday. Health officials can now order those suspected of being infected to be quarantined and to undergo treatment. Officials can also order the closure of venues and public areas to contain the virus. READ MORE: New coronavirus infection in Thailand takes tally to 42 Tags: ncov"
,"March 1, 2020, 12:51 PM",nCov,China Xi’s visit to Japan could be delayed until autumn: Sankei,By Reuters ,"By Reuters  Tokyo and Beijing are leaning towards delaying Chinese President Xi Jinping’s state visit to Japan, originally planned for early April, as the neighbors battle a coronavirus outbreak, the Sankei newspaper said on Sunday.  Chinese President Xi Jinping  (REUTERS/Thomas Peter / MANILA BULLETIN FILE PHOTO) Citing diplomatic sources in both countries, the paper said the visit was likely to be postponed until autumn or later. On Saturday, Japanese Prime Minister Shinzo Abe told a news conference that preparations for Xi’s visit were going ahead. Tags: ncov"
,"March 1, 2020, 12:49 PM",nCov,Armenia reports first coronavirus infection,By Reuters ,"By Reuters  Armenia reported its first coronavirus infection on Sunday, in a citizen returning from neighboring Iran, Prime Minister Nikol Pashinyan said in a post on Facebook. The 29-year-old, who arrived in the former Soviet nation on Friday, went to a doctor because he was not feeling well, the prime minister added. “He is now in good condition,” Pashinyan said, adding that authorities planned to isolate those had been in contact with him. Armenia closed its border with Iran for two weeks and suspended air traffic a week ago. Iran is at the epicenter of the outbreak in the Middle East, with several regional nations reporting cases stemming from Iran. Neighboring Georgia and Azerbaijan reported infections this week, with three in each country. Tags: ncov"
,"March 1, 2020, 7:24 PM",nCov,"New Malaysia PM sworn in amid crisis, Mahathir fights on",By Agence France-Presse ,"By Agence France-Presse  A former interior minister was sworn in as Malaysia’s premier Sunday, marking the return of a scandal-mired regime to power after the last government’s collapse but ex-leader Mahathir Mohamad slammed the move as illegal.  Muhyiddin Yassin has taken oath as prime minister of crisis-hit Malaysia (AFP Photo/Mohd RASFAN / MANILA BULLETIN) The Southeast Asian nation was plunged into turmoil a week ago as Mahathir’s reformist “Pact of Hope” alliance, which stormed to a historic victory in 2018, collapsed after a bid to force out leader-in-waiting Anwar Ibrahim. Mahathir — who was the world’s oldest leader at 94 — then quit, triggering a race for the premiership which he ultimately lost to little-known Muhyiddin Yassin, who heads a coalition dominated by the country’s ethnic Malay Muslim majority. The decision Saturday by the monarch to pick Muhyiddin was greeted with shock as Mahathir’s allies claimed he had enough support to return as leader, and sparked widespread anger that the democratically elected government was being abruptly ejected. The king appoints the country’s prime minister, who must show he has the support of most MPs. Muhyiddin’s coalition includes the United Malays National Organisation (UMNO), the party of disgraced ex-leader Najib Razak, as well as a hardline group that wants tougher Islamic laws. UMNO is the corruption-riddled lynchpin of the coalition thrown out at the 2018 elections amid allegations Najib and his cronies looted billions of dollars from state fund 1MDB. Najib is now on trial for corruption. Despite a last-minute bid by Mahathir and his allies to prove that the veteran politician had enough support to return as premier, Muhyiddin’s inauguration went ahead Sunday morning. Wearing traditional Malay dress, the 72-year-old took the oath of office at the national palace in Kuala Lumpur during an elaborate ceremony. But in a press conference shortly beforehand, Mahathir insisted that Muhyiddin did not have the support of most of the country’s 222 MPs. “This is a very strange thing… losers will form the government, the winners will be in the opposition,” he said. “The rule of law no longer applies,” he said, adding he would call for an urgent parliament sitting so that Muhyiddin can prove he has enough support. The veteran ex-leader — who served a first stint as premier from 1981 to 2003 — however conceded that the king had refused to see him to hear his case, and that the “Pact of Hope” alliance would now go into opposition. Public anger was growing at the ejection of the reformist alliance, with the hashtag “NotMyPM” trending on Twitter and more than 100,000 people signing a petition that said the move was a “betrayal” of voters’ choice at the 2018 poll. The political crisis began when a group of ruling coalition lawmakers joined forces with opposition parties in a bid to form a new government without Anwar and stop him becoming premier. After the government fell, Mahathir was appointed interim premier and he and Anwar initially launched separate bids for power, reviving their decades-old rivalry. But as Muhyiddin’s bid quickly gained support and it became clear that he could get into power with UMNO, Mahathir and Anwar joined forces again in an effort to stop him — but it proved too little, too late. Tags: ncov"
